"","source_id","treatment","y"
"1164","8",1,1
"1165","8",1,1
"1166","8",1,1
"1167","8",1,0
"1168","8",1,0
"1169","8",1,1
"1170","8",1,0
"1171","8",1,0
"1172","8",1,0
"1173","8",1,0
"1174","8",1,0
"1175","8",1,1
"1176","8",1,0
"1177","8",1,1
"1178","8",1,0
"1179","8",1,0
"1180","8",1,1
"1181","8",1,0
"1182","8",1,1
"1183","8",1,1
"1184","8",1,0
"1185","8",1,0
"1186","8",1,0
"1187","8",1,0
"1188","8",1,0
"1189","8",1,0
"1190","8",1,0
"1191","8",1,1
"1192","8",1,0
"1193","8",1,0
"1194","8",1,0
"1195","8",1,1
"1196","8",1,0
"1197","8",1,0
"1198","8",1,0
"1199","8",1,0
"1200","8",1,0
"1201","9",0,0
"1202","9",1,0
"1203","9",0,0
"1204","9",0,1
"1205","9",0,0
"1206","9",1,0
"1207","9",1,0
"1208","9",1,0
"1209","9",0,1
"1210","9",0,0
"1211","9",0,1
"1212","9",1,1
"1213","9",0,0
"1214","9",1,0
"1215","9",1,0
"1216","9",0,1
"1217","9",1,0
"1218","9",1,0
"1219","9",1,0
"1220","9",1,0
"1221","9",1,0
"1222","9",0,0
"1223","9",0,0
"1224","9",1,0
"1225","9",0,1
"1226","9",1,0
"1227","9",1,0
"1228","9",1,0
"1229","9",1,0
"1230","9",0,0
"1231","9",1,0
"1232","9",0,0
"1233","9",0,1
"1234","9",0,1
"1235","9",0,0
"1236","9",1,0
"1237","9",0,0
"1238","9",1,0
"1239","9",1,0
"1240","9",1,0
"1241","9",1,0
"1242","9",0,1
"1243","9",0,0
"1244","9",1,0
"1245","9",0,0
"1246","9",1,0
"1247","9",0,0
"1248","9",0,0
"1249","9",1,0
"1250","9",0,0
"1251","9",0,0
"1252","9",0,0
"1253","9",0,1
"1254","9",0,0
"1255","9",0,0
"1256","9",0,0
"1257","9",0,0
"1258","9",0,0
"1259","9",0,0
"1260","9",0,0
"1261","9",0,1
"1262","9",0,0
"1263","9",0,1
"1264","9",0,0
"1265","9",0,1
"1266","9",0,0
"1267","9",0,0
"1268","9",0,0
"1269","9",0,0
"1270","9",0,0
"1271","9",0,0
"1272","9",0,0
"1273","9",0,1
"1274","9",0,0
"1275","9",0,0
"1276","9",0,0
"1277","9",0,0
"1278","9",0,0
"1279","9",0,0
"1280","9",0,1
"1281","9",0,0
"1282","9",0,0
"1283","9",0,0
"1284","9",0,0
"1285","9",0,1
"1286","9",0,0
"1287","9",0,0
"1288","9",0,0
"1289","9",0,0
"1290","9",0,0
"1291","9",0,0
"1292","9",0,0
"1293","9",0,0
"1294","9",0,0
"1295","9",0,0
"1296","9",0,0
"1297","9",0,1
"1298","9",0,0
"1299","9",0,0
"1300","9",0,1
"1301","9",0,0
"1302","9",0,0
"1303","9",1,0
"1304","9",1,0
"1305","9",1,1
"1306","9",1,0
"1307","9",1,0
"1308","9",1,0
"1309","9",1,0
"1310","9",1,0
"1311","9",1,0
"1312","9",1,0
"1313","9",1,1
"1314","9",1,0
"1315","9",1,1
"1316","9",1,0
"1317","9",1,1
"1318","9",1,0
"1319","9",1,0
"1320","9",1,0
"1321","9",1,0
"1322","9",1,0
"1323","9",1,0
"1324","9",1,0
"1325","9",1,1
"1326","9",1,0
"1327","9",1,0
"1328","9",1,0
"1329","9",1,0
"1330","9",1,0
"1331","9",1,0
"1332","9",1,1
"1333","9",1,0
"1334","9",1,0
"1335","9",1,0
"1336","9",1,0
"1337","9",1,1
"1338","9",1,0
"1339","9",1,0
"1340","9",1,0
"1341","9",1,0
"1342","9",1,0
"1343","9",1,0
"1344","9",1,0
"1345","9",1,0
"1346","9",1,0
"1347","9",1,0
"1348","9",1,0
"1349","9",1,1
"1350","9",1,0
"1351","10",0,0
"1352","10",1,0
"1353","10",0,0
"1354","10",0,1
"1355","10",0,0
"1356","10",1,0
"1357","10",1,0
"1358","10",1,0
"1359","10",0,1
"1360","10",0,0
"1361","10",0,1
"1362","10",1,1
"1363","10",0,0
"1364","10",1,0
"1365","10",1,0
"1366","10",0,1
"1367","10",1,0
"1368","10",1,0
"1369","10",1,0
"1370","10",1,0
"1371","10",1,0
"1372","10",0,0
"1373","10",0,0
"1374","10",1,0
"1375","10",0,1
"1376","10",1,0
"1377","10",1,0
"1378","10",1,0
"1379","10",1,0
"1380","10",0,0
"1381","10",1,0
"1382","10",0,0
"1383","10",0,1
"1384","10",0,1
"1385","10",0,0
"1386","10",1,0
"1387","10",0,0
"1388","10",1,0
"1389","10",1,0
"1390","10",1,0
"1391","10",1,0
"1392","10",0,1
"1393","10",0,0
"1394","10",1,0
"1395","10",0,0
"1396","10",1,0
"1397","10",0,0
"1398","10",0,0
"1399","10",1,0
"1400","10",0,0
"1401","10",0,1
"1402","10",0,0
"1403","10",0,0
"1404","10",0,0
"1405","10",0,0
"1406","10",0,0
"1407","10",0,1
"1408","10",0,0
"1409","10",0,0
"1410","10",0,1
"1411","10",0,0
"1412","10",0,0
"1413","10",0,0
"1414","10",0,0
"1415","10",0,1
"1416","10",0,0
"1417","10",0,0
"1418","10",0,0
"1419","10",0,0
"1420","10",0,0
"1421","10",0,0
"1422","10",0,0
"1423","10",0,0
"1424","10",0,0
"1425","10",0,0
"1426","10",0,0
"1427","10",0,1
"1428","10",0,0
"1429","10",0,0
"1430","10",0,0
"1431","10",0,0
"1432","10",0,0
"1433","10",0,0
"1434","10",0,0
"1435","10",0,0
"1436","10",0,0
"1437","10",0,0
"1438","10",0,0
"1439","10",0,1
"1440","10",0,0
"1441","10",0,0
"1442","10",0,0
"1443","10",0,0
"1444","10",0,1
"1445","10",0,0
"1446","10",0,0
"1447","10",0,1
"1448","10",1,1
"1449","10",1,0
"1450","10",1,0
"1451","10",1,0
"1452","10",1,0
"1453","10",1,0
"1454","10",1,1
"1455","10",1,0
"1456","10",1,0
"1457","10",1,1
"1458","10",1,0
"1459","10",1,0
"1460","10",1,0
"1461","10",1,0
"1462","10",1,1
"1463","10",1,0
"1464","10",1,0
"1465","10",1,0
"1466","10",1,0
"1467","10",1,0
"1468","10",1,0
"1469","10",1,0
"1470","10",1,0
"1471","10",1,0
"1472","10",1,0
"1473","10",1,0
"1474","10",1,1
"1475","10",1,0
"1476","10",1,0
"1477","10",1,0
"1478","10",1,0
"1479","10",1,0
"1480","10",1,0
"1481","10",1,0
"1482","10",1,0
"1483","10",1,0
"1484","10",1,0
"1485","10",1,0
"1486","10",1,1
"1487","10",1,0
"1488","10",1,0
"1489","10",1,0
"1490","10",1,0
"1491","10",1,1
"1492","10",1,0
"1493","10",1,0
"1494","10",1,1
"1495","10",1,0
"1496","10",1,0
"1497","10",1,0
